adb server is out of date.  killing...
03-21 23:37:37.882 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.883 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.883 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.883 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.883 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.883 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.884 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.884 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.885 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.885 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.885 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.885 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.886 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.886 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.886 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.886 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.886 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.887 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.887 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.887 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.888 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.888 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.888 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.888 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.889 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.889 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.889 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.889 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.889 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.890 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.891 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.891 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.891 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.891 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.891 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.892 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.892 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.892 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.893 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.893 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.893 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.893 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.894 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.894 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.894 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.895 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.895 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.895 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.896 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.896 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.896 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.896 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.896 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.897 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.897 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.897 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.898 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.898 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.898 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.898 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.899 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.899 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.899 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.899 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.899 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.900 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.901 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.901 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.901 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.901 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.901 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.902 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.902 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.902 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.903 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.903 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.903 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.903 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.904 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.904 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.904 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.905 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.905 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.905 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.906 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.906 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.906 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.906 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.906 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.907 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.907 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.907 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.908 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.908 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.908 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.908 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.909 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.909 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.909 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.909 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.909 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.910 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.911 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.911 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.911 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.911 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.911 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.912 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.912 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.912 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.913 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.913 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.913 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.913 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.914 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.914 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.914 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.914 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.914 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.915 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.916 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.916 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.916 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.916 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.916 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.917 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.917 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.917 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.918 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.918 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.918 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.918 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.919 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.919 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.919 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.919 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.919 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.920 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.921 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.921 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.921 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.921 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.921 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.922 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.922 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.922 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.923 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.923 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.923 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.923 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.924 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.924 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:37.924 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:37.924 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:37.924 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:37.925 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:37.925 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
